,UUID,Name,Manufacturer,Protocols Referenced,Verified
790545,aCLhCZIBPBHhf-iFeOos,methanol,Thermo Fisher Scientific,2986,No
790679,CSLhCZIBPBHhf-iFeNUq,streptozotocin (stz),Merck Group,2972,No
424751,vp3FHJMBdNj1hjtAk1tu,stata 16,StataCorp,2966,No
792886,yCLhCZIBPBHhf-iFeNEp,ficoll paque plus,GE Healthcare,2959,No
579043,0yPhCZIBPBHhf-iFnQ4x,nanodrop nd 1000,Thermo Fisher Scientific,2953,No
790363,5iLhCZIBPBHhf-iFeOYs,spss 24,IBM,2952,No
590796,iCLhCZIBPBHhf-iFeOUs,infinite m200 pro,Tecan,2952,No
571809,gCLhCZIBPBHhf-iFnf8v,taqman microrna reverse transcription kit,Thermo Fisher Scientific,2952,No
239125,miLhCZIBPBHhf-iFnfMu,2 2 diphenyl 1 picrylhydrazyl (dpph),Merck Group,2951,No
590726,riLhCZIBPBHhf-iFeNEp,dual luciferase reporter assay kit,Promega,2945,No
590390,aCLhCZIBPBHhf-iFeNQq,β actin,Abcam,2943,No
578406,cyLhCZIBPBHhf-iFeN0r,pgem t easy vector,Promega,2937,No
792104,VCLhCZIBPBHhf-iFnfUu,flow cytometry,BD,2933,No
591024,bSPhCZIBPBHhf-iFnQAv,high capacity rna to cdna kit,Thermo Fisher Scientific,2926,No
790449,ESPhCZIBPBHhf-iFnRMx,foetal bovine serum (fbs),Thermo Fisher Scientific,2921,No
790620,kCPhCZIBPBHhf-iFnQwx,glutamine,Thermo Fisher Scientific,2902,No
428276,zp3FHJMBdNj1hjtAk1tu,stata version 15,StataCorp,2896,No
791064,QCLhCZIBPBHhf-iFeNkq,fetal bovine serum (fbs),Sartorius,2887,No
572052,3yPhCZIBPBHhf-iFtEfI,prism v6,GraphPad,2885,No
583565,8iLhCZIBPBHhf-iFeOQs,spectramax m5,Molecular Devices,2878,No
755641,USPhCZIBPBHhf-iFnQEv,gapdh,Abcam,2872,No
572549,6CLhCZIBPBHhf-iFeM0p,facscanto,BD,2869,No
592733,UCLhCZIBPBHhf-iFeOEr,ampure xp bead,Beckman Coulter,2865,No
591070,KiLhCZIBPBHhf-iFeNQq,lightcycler 480 system,Roche,2847,No
726847,XyPhCZIBPBHhf-iFnQIv,nitrocellulose membrane,Merck Group,2825,No
726535,VSLhCZIBPBHhf-iFeNIp,taqman probe,Thermo Fisher Scientific,2822,No
790251,7yPhCZIBPBHhf-iFtGXN,r version 4,R Project for Statistical Computing,2821,No
791125,mCLhCZIBPBHhf-iFeM4p,hepes,Merck Group,2817,No
579103,KiLhCZIBPBHhf-iFeM4p,α mem,Thermo Fisher Scientific,2804,No
791250,XiLhCZIBPBHhf-iFnfov,quercetin,Merck Group,2803,No
428286,yJ3FHJMBdNj1hjtAk1tu,stata version 13,StataCorp,2789,No
726729,oiLhCZIBPBHhf-iFeM0p,microplate reader,Tecan,2786,No
571702,0SLhCZIBPBHhf-iFnfUu,lsm 710 confocal microscope,Zeiss,2786,No
790301,kCLhCZIBPBHhf-iFnfIu,carboxyfluorescein succinimidyl ester (cfse),Thermo Fisher Scientific,2779,No
571709,ViLhCZIBPBHhf-iFeNIp,abi 7500 real time pcr system,Thermo Fisher Scientific,2776,No
751677,aCLhCZIBPBHhf-iFeNIp,4 6 diamidino 2 phenylindole (dapi),Vector Laboratories,2775,No
591346,gSPhCZIBPBHhf-iFnQEv,fast sybr green master mix,Thermo Fisher Scientific,2768,No
579108,RyLhCZIBPBHhf-iFnfYu,dulbecco s modified eagle medium,Thermo Fisher Scientific,2764,No
590699,KyLhCZIBPBHhf-iFeNEp,wizard genomic dna purification kit,Promega,2764,No
726579,WSLhCZIBPBHhf-iFeNIp,protease inhibitor,Merck Group,2755,No
751867,QyLhCZIBPBHhf-iFeOAr,fetal bovine serum (fbs),Atlanta Biologicals,2749,No
790367,mCPhCZIBPBHhf-iFnRQx,basic fibroblast growth factor (bfgf),Thermo Fisher Scientific,2748,No
591340,lyLhCZIBPBHhf-iFeOcs,spss statistics 26,IBM,2748,No
791229,tCLhCZIBPBHhf-iFeOIr,ethylene diamine tetraacetic acid (edta),Merck Group,2741,No
572916,3CLhCZIBPBHhf-iFeOos,spss v20,IBM,2740,No
790745,QCLhCZIBPBHhf-iFeNAp,facsverse,BD,2731,No
572962,dSLhCZIBPBHhf-iFeN4r,superscript 2,Thermo Fisher Scientific,2725,No
580997,_SLhCZIBPBHhf-iFeN4r,eclipse ti,Nikon,2714,No
591339,zSPhCZIBPBHhf-iFtEHH,spss statistics 23,IBM,2711,No
591062,5CLhCZIBPBHhf-iFeNMq,clarity western ecl substrate,Bio-Rad,2707,No
790613,DSLhCZIBPBHhf-iFeNMq,acetonitrile,Thermo Fisher Scientific,2707,No
571811,YSLhCZIBPBHhf-iFePAt,prolong gold antifade reagent,Thermo Fisher Scientific,2699,No
591054,TyPhCZIBPBHhf-iFnQQw,fitc annexin 5 apoptosis detection kit,BD,2696,No
790410,7iLhCZIBPBHhf-iFeOUs,neurobasal medium,Thermo Fisher Scientific,2692,No
572886,nSPhCZIBPBHhf-iFvGeI,prism v9,GraphPad,2686,No
591504,WCLhCZIBPBHhf-iFeM8p,lightcycler 480 2,Roche,2686,No
593008,dyLhCZIBPBHhf-iFeNQq,dc protein assay,Bio-Rad,2685,No
579213,bCLhCZIBPBHhf-iFeO8t,lsm 800,Zeiss,2673,No
571896,nSLhCZIBPBHhf-iFnf4v,tcs sp5,Leica,2664,No
593004,JyLhCZIBPBHhf-iFeOYs,protein assay,Bio-Rad,2654,No
579114,CyLhCZIBPBHhf-iFnf8v,infinite m200,Tecan,2648,No
590694,gCLhCZIBPBHhf-iFeNcq,bigdye terminator v3.1 cycle sequencing kit,Thermo Fisher Scientific,2644,No
893149,miPhCZIBPBHhf-iFnRAx,whatman no 1 filter paper,Cytiva,2639,No
573114,_CLhCZIBPBHhf-iFeNUq,tissuelyser 2,Qiagen,2632,No
579076,eyLhCZIBPBHhf-iFeNgq,lsm 510,Zeiss,2630,No
572926,yyLhCZIBPBHhf-iFePEt,spss v25,IBM,2621,No
571894,7iPhCZIBPBHhf-iFtGDM,prism v5,GraphPad,2615,No
591363,fCLhCZIBPBHhf-iFeNIq,dmem f12 medium,Thermo Fisher Scientific,2614,No
591336,_CLhCZIBPBHhf-iFnfov,spss statistics 21,IBM,2609,No
790298,PyLhCZIBPBHhf-iFnfwv,propidium iodide,Thermo Fisher Scientific,2600,No
791212,jiLhCZIBPBHhf-iFeOos,dulbecco modified eagle medium (dmem),Corning,2600,No
791615,nCLhCZIBPBHhf-iFeM0p,mg132,Merck Group,2597,No
841133,YSLhCZIBPBHhf-iFeNYq,pspax2,Addgene,2585,No
790511,iCLhCZIBPBHhf-iFeM4p,passive lysis buffer (plb),Promega,2573,No
592724,jCLhCZIBPBHhf-iFeN4r,supersignal west pico chemiluminescent substrate,Thermo Fisher Scientific,2569,No
592717,rCPhCZIBPBHhf-iFnRMx,turbo dna free kit,Thermo Fisher Scientific,2569,No
577752,riLhCZIBPBHhf-iFeM4p,protein assay kit,Bio-Rad,2561,No
591030,kiLhCZIBPBHhf-iFnfov,sp8 confocal microscope,Leica,2556,No
838558,myLhCZIBPBHhf-iFeOYs,celltiter glo,Promega,2548,No
591353,mCLhCZIBPBHhf-iFeNsr,oil red o,Merck Group,2545,No
592732,niLhCZIBPBHhf-iFeM4p,turbo dnase,Thermo Fisher Scientific,2545,No
591200,9yLhCZIBPBHhf-iFeNEp,transcriptor first strand cdna synthesis kit,Roche,2538,No
790464,OyLhCZIBPBHhf-iFnfsv,dithiothreitol (dtt),Merck Group,2532,No
590379,hCLhCZIBPBHhf-iFeOUs,β mercaptoethanol,Merck Group,2521,No
579123,lJ3FHJMBdNj1hjtAk1xw,stata version 12,StataCorp,2510,No
786673,8SLhCZIBPBHhf-iFeOcs,microplate reader,Molecular Devices,2507,No
792067,lSLhCZIBPBHhf-iFeNEp,hydrocortisone,Merck Group,2483,No
790494,eyLhCZIBPBHhf-iFeNIq,gentamicin,Thermo Fisher Scientific,2480,No
591352,TCLhCZIBPBHhf-iFeOAr,infinite 200 pro,Tecan,2479,No
793053,xyLhCZIBPBHhf-iFeM8p,zen software,Zeiss,2479,No
591022,TyLhCZIBPBHhf-iFeOws,qubit dsdna hs assay kit,Thermo Fisher Scientific,2470,No
726634,4iPhCZIBPBHhf-iFnQYw,fluorescence microscope,Leica,2465,No
872666,WiLhCZIBPBHhf-iFeM4p,c57bl 6,Jackson ImmunoResearch,2462,No
790868,LyLhCZIBPBHhf-iFeM8p,acetone,Merck Group,2462,No
580866,BCLhCZIBPBHhf-iFeNcq,eclipse 80i,Nikon,2460,No
571712,dyLhCZIBPBHhf-iFeOIr,lsrfortessa flow cytometer,BD,2456,No
583897,ZiLhCZIBPBHhf-iFeNAp,p akt,Cell Signaling Technology,2452,No
572898,nyPhCZIBPBHhf-iFnQ8x,prism v7,GraphPad,2435,No
726709,hCLhCZIBPBHhf-iFeN4r,cryostat,Leica,2434,No
591082,XSLhCZIBPBHhf-iFeNQq,dneasy plant mini kit,Qiagen,2432,No
876775,YiLhCZIBPBHhf-iFeNYq,pmd2 g,Addgene,2420,No
793050,pyLhCZIBPBHhf-iFeNMq,rnase a,Merck Group,2418,No
726856,-CLhCZIBPBHhf-iFeN4r,inverted microscope,Olympus,2417,No
790665,PyLhCZIBPBHhf-iFeNMq,roswell park memorial institute (rpmi),Thermo Fisher Scientific,2411,No
572592,MSPhCZIBPBHhf-iFnQMw,sybr premix ex taq kit,Takara Bio,2401,No
572920,vSLhCZIBPBHhf-iFeNsr,pcdna3,Thermo Fisher Scientific,2401,No
637419,ZiLhCZIBPBHhf-iFeNYq,reverse transcription kit,Takara Bio,2398,No
591337,9SLhCZIBPBHhf-iFeOMr,spss statistics 24,IBM,2383,No
590746,FiLhCZIBPBHhf-iFeO0t,agilent bioanalyzer 2100 system,Agilent Technologies,2383,No
592740,ASLhCZIBPBHhf-iFeNgq,lipofectamine 3000 transfection reagent,Thermo Fisher Scientific,2370,No
790255,sSPhCZIBPBHhf-iFnQ0x,bovine serum albumin (bsa),Thermo Fisher Scientific,2366,No
593049,9CLhCZIBPBHhf-iFeM0p,rnase free dnase set,Qiagen,2366,No
590703,sCLhCZIBPBHhf-iFnfMu,cfx96 real time pcr system,Bio-Rad,2365,No
790580,syLhCZIBPBHhf-iFeNUq,rnaimax,Thermo Fisher Scientific,2357,No
579152,8CPhCZIBPBHhf-iFnQUw,high glucose dmem,Thermo Fisher Scientific,2356,No
571833,6yLhCZIBPBHhf-iFeNcq,lsr 2 flow cytometer,BD,2353,No
637652,eyLhCZIBPBHhf-iFeNcq,cfx connect real time pcr detection system,Bio-Rad,2348,No
591341,PCPhCZIBPBHhf-iFqx2X,spss statistics version 20,IBM,2343,No
790472,NZoOdZQB1-hLfrUP8Sby,hepg2,American Type Culture Collection,2339,No
484087,B53FHJMBdNj1hjtAk2Z7,sigmaplot,Grafiti LLC,2338,No
790305,ESLhCZIBPBHhf-iFeOMr,glutaraldehyde,Merck Group,2338,No
572967,tyLhCZIBPBHhf-iFeN8r,steponeplus,Thermo Fisher Scientific,2314,No
790631,HyLhCZIBPBHhf-iFeM8p,lipofectamine,Thermo Fisher Scientific,2314,No
791436,2yLhCZIBPBHhf-iFeOks,cfx96,Bio-Rad,2302,No
791842,JiLhCZIBPBHhf-iFeOQr,tween 80,Merck Group,2296,No
792511,WSLhCZIBPBHhf-iFeNkq,lightcycler 96,Roche,2296,No
779112,1iLhCZIBPBHhf-iFeO4t,luciferase assay system,Promega,2291,No
571907,sSLhCZIBPBHhf-iFeO0t,ssoadvanced universal sybr green supermix,Bio-Rad,2290,No
579119,aCLhCZIBPBHhf-iFnf0v,d glucose,Merck Group,2290,No
726812,CSLhCZIBPBHhf-iFnf0v,chemidoc xr,Bio-Rad,2288,No
572918,RiLhCZIBPBHhf-iFeNMq,spss v21,IBM,2280,No
780871,5CPhCZIBPBHhf-iFnREx,dual glo luciferase assay system,Promega,2275,No
792860,bSLhCZIBPBHhf-iFeNAp,cisplatin,Merck Group,2262,No
790451,4iLhCZIBPBHhf-iFeOQs,horse serum,Thermo Fisher Scientific,2251,No
579010,QCLhCZIBPBHhf-iFeOcs,taqman gene expression master mix,Thermo Fisher Scientific,2233,No
592777,ICPhCZIBPBHhf-iFnRQx,facscan flow cytometer,BD,2232,No
790709,diLhCZIBPBHhf-iFnfcu,bromodeoxyuridine (brdu),Merck Group,2228,No
792761,UiPhCZIBPBHhf-iFnQIv,gotaq qpcr master mix,Promega,2228,No
428300,dp3FHJMBdNj1hjtAk1xv,stata version 16,StataCorp,2228,No
590375,NyPhCZIBPBHhf-iFqy2Z,tnf α,Thermo Fisher Scientific,2204,No
571861,ASLhCZIBPBHhf-iFeOEr,celltiter 96 aqueous one solution cell proliferation assay,Promega,2200,No
790386,ZiLhCZIBPBHhf-iFeOcs,spss statistics version 26,IBM,2191,No
572573,myLhCZIBPBHhf-iFnfov,hiseq 2000 platform,Illumina,2182,No
638017,ACLhCZIBPBHhf-iFeO0t,nitrocellulose membrane,GE Healthcare,2174,No
592720,biLhCZIBPBHhf-iFeN0r,bca protein assay,Thermo Fisher Scientific,2173,No
579087,JSPhCZIBPBHhf-iFnQow,axio observer z1,Zeiss,2173,No
755011,BCLhCZIBPBHhf-iFnfIu,elx800,Agilent Technologies,2169,No
755206,jSLhCZIBPBHhf-iFeOEr,image pro plus software,Media Cybernetics,2162,No
573096,MiLhCZIBPBHhf-iFeOss,opti mem medium,Thermo Fisher Scientific,2162,No
578972,sJ3FHJMBdNj1hjtAk1xw,direct zol rna miniprep kit,Zymo Research,2158,No
722504,USLhCZIBPBHhf-iFeNMq,fugene hd,Promega,2156,No
791028,mCLhCZIBPBHhf-iFeNMq,collagenase,Merck Group,2150,No
592722,VyPhCZIBPBHhf-iFtFfK,superscript vilo cdna synthesis kit,Thermo Fisher Scientific,2145,No
797842,VyPhCZIBPBHhf-iFnQcw,caspase 3,Cell Signaling Technology,2138,No
791499,yCLhCZIBPBHhf-iFnfMu,lsr 2,BD,2130,No
750894,ryLhCZIBPBHhf-iFeM0p,anti flag,Merck Group,2121,No
591099,5SLhCZIBPBHhf-iFeNUq,trans blot turbo transfer system,Bio-Rad,2116,No
790491,FSPhCZIBPBHhf-iFnQYw,fetal bovine serum (fbs),Corning,2113,No
726527,6iLhCZIBPBHhf-iFeN0r,dynabead,Thermo Fisher Scientific,2112,No
893728,AiPhCZIBPBHhf-iFqyOY,nitrocellulose membrane,Cytiva,2104,No
637320,5yLhCZIBPBHhf-iFnf8v,transwell insert,Corning,2103,No
590697,bSLhCZIBPBHhf-iFeOQs,lsm 700 confocal microscope,Zeiss,2093,No
579044,VCLhCZIBPBHhf-iFeOYs,calcein am,Thermo Fisher Scientific,2092,No
726828,9iLhCZIBPBHhf-iFeNEp,trizol reagent,Merck Group,2090,No
876895,gCPhCZIBPBHhf-iFnREx,vectashield mounting medium,Vector Laboratories,2088,No
780942,7p3FHJMBdNj1hjtAk1tu,stata software,StataCorp,2071,No
572933,_yLhCZIBPBHhf-iFnfYu,spss v23,IBM,2071,No
591568,XiLhCZIBPBHhf-iFeNEp,nis elements software,Nikon,2071,No
591065,MyLhCZIBPBHhf-iFeN4r,qiaamp dna stool mini kit,Qiagen,2068,No
782091,NiPhCZIBPBHhf-iFnRMx,bca kit,Beyotime,2061,No
590609,KiLhCZIBPBHhf-iFeOYs,zetasizer nano zs90,Malvern Panalytical,2060,No
578976,1yLhCZIBPBHhf-iFeOcs,t4 dna ligase,New England Biolabs,2059,No
790477,ZiPhCZIBPBHhf-iFqyyZ,fetal calf serum (fcs),Merck Group,2058,No
579013,bCLhCZIBPBHhf-iFnfcu,spss statistics version 23,IBM,2055,No
790534,JCLhCZIBPBHhf-iFeOss,laemmli sample buffer,Bio-Rad,2047,No
572966,IiLhCZIBPBHhf-iFeOUs,alexa fluor 594,Thermo Fisher Scientific,2045,No
637654,9iPhCZIBPBHhf-iFnQMw,odyssey imaging system,LI COR,2037,No
731960,TyLhCZIBPBHhf-iFeN8r,e cadherin,Cell Signaling Technology,2034,No
731944,7SLhCZIBPBHhf-iFeNQq,bcl 2,Cell Signaling Technology,2034,No
791076,GSLhCZIBPBHhf-iFeM8p,heparin,Merck Group,2033,No
579028,6iLhCZIBPBHhf-iFeOss,spss software version 20,IBM,2028,No
790297,PCLhCZIBPBHhf-iFnf4v,sodium dodecyl sulfate (sds),Merck Group,2028,No
592966,byLhCZIBPBHhf-iFeNcq,mycoalert mycoplasma detection kit,Lonza,2023,No
790627,piLhCZIBPBHhf-iFeOos,sucrose,Merck Group,2008,No
579223,4CLhCZIBPBHhf-iFeOws,tb green premix ex taq 2,Takara Bio,2002,No
579022,eiLhCZIBPBHhf-iFeM0p,spss statistics version 24,IBM,2002,No
239119,QSPhCZIBPBHhf-iFnQQw,epidermal growth factor (egf),Merck Group,1997,No
572996,QCPhCZIBPBHhf-iFxrRA,spss v24,IBM,1992,No
790391,hSPhCZIBPBHhf-iFvHaL,potassium chloride (kcl),Merck Group,1988,No
790376,pSLhCZIBPBHhf-iFeOYs,glycerol,Merck Group,1988,No
890125,TSfiCZIBPBHhf-iFJtaq,amersham ecl prime,Cytiva,1981,Yes
751933,tSLhCZIBPBHhf-iFeOAr,histopaque 1077,Merck Group,1979,No
790396,gCPhCZIBPBHhf-iFqyKY,paraformaldehyde (pfa),Electron Microscopy Sciences,1977,No
792106,DSLhCZIBPBHhf-iFeO0t,trypan blue,Merck Group,1976,No
571698,wCLhCZIBPBHhf-iFeNIq,lsm 510 meta,Zeiss,1974,No
877152,mCLhCZIBPBHhf-iFeOYs,gapdh,Proteintech,1973,No
790349,h53FHJMBdNj1hjtAk2Z8,sigmaplot 12,Grafiti LLC,1969,No
790590,gyLhCZIBPBHhf-iFePAt,vacutainer,BD,1960,No
591355,UiPhCZIBPBHhf-iFvGyJ,dulbecco s modified eagle medium dmem,Thermo Fisher Scientific,1959,No
790266,NCPhCZIBPBHhf-iFtEjI,dimethyl sulfoxide (dmso),Thermo Fisher Scientific,1959,No
572583,TCLhCZIBPBHhf-iFnfYu,magna rip rna binding protein immunoprecipitation kit,Merck Group,1953,No
592778,NSLhCZIBPBHhf-iFeOws,immobilon western chemiluminescent hrp substrate,Merck Group,1947,No
592887,4SLhCZIBPBHhf-iFeOYs,cytoflex flow cytometer,Beckman Coulter,1941,No
579029,riLhCZIBPBHhf-iFeNMq,penicillin and streptomycin,Thermo Fisher Scientific,1934,No
797689,fSLhCZIBPBHhf-iFeOUs,c57bl 6j mice,Charles River Laboratories,1932,No
726567,ySLhCZIBPBHhf-iFeN4r,pierce ecl western blotting substrate,Thermo Fisher Scientific,1931,No
790394,oSPhCZIBPBHhf-iFqzmb,tryple express,Thermo Fisher Scientific,1927,No
790942,eiLhCZIBPBHhf-iFeOws,neon transfection system,Thermo Fisher Scientific,1922,No
590750,TiLhCZIBPBHhf-iFeNgq,dual luciferase assay kit,Promega,1920,No
792492,NyLhCZIBPBHhf-iFeNUq,uv 1800,Shimadzu,1915,No
592776,ASLhCZIBPBHhf-iFeOUs,cytofix cytoperm kit,BD,1908,No
790423,ECLhCZIBPBHhf-iFeNMq,formic acid,Thermo Fisher Scientific,1906,No
791745,qSPhCZIBPBHhf-iFtEjI,golgistop,BD,1905,No
579030,UiLhCZIBPBHhf-iFnf4v,taqman fast advanced master mix,Thermo Fisher Scientific,1900,No
751962,ACLhCZIBPBHhf-iFeN8r,fetal bovine serum (fbs),Biowest,1899,No
893065,vCLhCZIBPBHhf-iFeNQq,whatman filter paper,Cytiva,1892,No
791658,lyLhCZIBPBHhf-iFeNgq,synergy 2,Agilent Technologies,1890,No
790902,lSLhCZIBPBHhf-iFeNgq,multiskan go,Thermo Fisher Scientific,1889,No
791907,piPhCZIBPBHhf-iFqzub,fibronectin,Merck Group,1886,No
591912,QCLhCZIBPBHhf-iFeNQq,bioanalyzer 2100 system,Agilent Technologies,1885,No
591016,BSLhCZIBPBHhf-iFeN0r,protease inhibitor cocktail,Thermo Fisher Scientific,1883,No
425359,IyPhCZIBPBHhf-iFnQQw,spss version 27,IBM,1881,No
572940,nSLhCZIBPBHhf-iFeO0t,spss v26,IBM,1880,No
590421,oyLhCZIBPBHhf-iFeNYq,anti β actin,Cell Signaling Technology,1878,No
790324,9CPhCZIBPBHhf-iFnQkw,statistica 13,StatSoft,1871,No
591348,JSLhCZIBPBHhf-iFeNEp,spss software version 22,IBM,1867,No
790327,vSLhCZIBPBHhf-iFeM4p,formaldehyde,Merck Group,1865,No
572565,ESLhCZIBPBHhf-iFeOAr,golgiplug,BD,1864,No
573030,byPhCZIBPBHhf-iFnRQx,alexa 488,Thermo Fisher Scientific,1863,No
782038,WyPhCZIBPBHhf-iFnRAx,fluorescence microscope,Nikon,1854,No
573671,LyLhCZIBPBHhf-iFeNEp,imagequant las 4000,GE Healthcare,1851,No
790510,4yLhCZIBPBHhf-iFeN8r,mitosox red,Thermo Fisher Scientific,1850,No
726826,7CLhCZIBPBHhf-iFeOEr,chemidoc touch imaging system,Bio-Rad,1850,No
579873,OZ3FHJMBdNj1hjtAk2Z8,fluostar omega,BMG Labtech,1845,No
579088,9CLhCZIBPBHhf-iFeOUs,spss statistics for windows version 25,IBM,1843,No
592837,iSPhCZIBPBHhf-iFnQQw,7300 real time pcr system,Thermo Fisher Scientific,1836,No
592715,NyPhCZIBPBHhf-iFnQQw,penicillin streptomycin solution,Thermo Fisher Scientific,1835,No
580364,8CLhCZIBPBHhf-iFeNoq,rlt buffer,Qiagen,1835,No
571813,dCLhCZIBPBHhf-iFeO8t,quantstudio 3 real time pcr system,Thermo Fisher Scientific,1830,No
790670,3iLhCZIBPBHhf-iFeOQs,facsdiva,BD,1830,No
590432,ViLhCZIBPBHhf-iFnfIu,anti β actin,Santa Cruz Biotechnology,1828,No
794193,uyLhCZIBPBHhf-iFnf8v,jem 2100,JEOL,1827,No
579069,iiLhCZIBPBHhf-iFeO8t,spss statistics for windows version 22,IBM,1827,No
579061,GiLhCZIBPBHhf-iFeOcs,nanodrop 2000c,Thermo Fisher Scientific,1824,No
792687,aiLhCZIBPBHhf-iFeNkq,h 7650,Hitachi,1824,No
579077,-yLhCZIBPBHhf-iFeN8r,lipofectamine ltx,Thermo Fisher Scientific,1819,No
590376,TiPhCZIBPBHhf-iFqx2X,ifn γ,Thermo Fisher Scientific,1815,No
731980,3iPhCZIBPBHhf-iFqy6Z,balb c mice,Charles River Laboratories,1813,No
791223,0iPhCZIBPBHhf-iFvHSL,gapdh,Merck Group,1812,No
638164,NSLhCZIBPBHhf-iFeM4p,brefeldin a,Merck Group,1811,No
790825,vJoOdZQB1-hLfrUP8SXu,sw480,American Type Culture Collection,1811,No
726706,TiPhCZIBPBHhf-iFqy-Z,taqman assay,Thermo Fisher Scientific,1810,No
792103,ZCLhCZIBPBHhf-iFeNkq,doxycycline,Merck Group,1805,No
790685,sCLhCZIBPBHhf-iFeM8p,cellquest pro software,BD,1799,No
779432,iSPhCZIBPBHhf-iFqxyX,qiazol lysis reagent,Qiagen,1797,No
793049,jSLhCZIBPBHhf-iFeOIr,2 mercaptoethanol,Merck Group,1795,No
637536,XCPhCZIBPBHhf-iFqyGY,dual luciferase assay system,Promega,1791,No
579037,diLhCZIBPBHhf-iFeNcq,vitrobot mark 4,Thermo Fisher Scientific,1781,No
591342,7SPhCZIBPBHhf-iFqzea,spss statistics 19,IBM,1781,No
577761,FCPhCZIBPBHhf-iFnQsw,dc protein assay kit,Bio-Rad,1779,No
578124,BSLhCZIBPBHhf-iFnfQu,revertra ace qpcr rt kit,Toyobo,1777,No
790447,8yLhCZIBPBHhf-iFnfIu,polyvinylidene fluoride (pvdf),Merck Group,1776,No
573076,oCLhCZIBPBHhf-iFeM4p,ssofast evagreen supermix,Bio-Rad,1774,No
591041,dyPhCZIBPBHhf-iFqyGY,sp5 confocal microscope,Leica,1772,No
591202,5p3FHJMBdNj1hjtAk1xw,ez dna methylation gold kit,Zymo Research,1770,No
573121,OyLhCZIBPBHhf-iFeOYs,milli q water,Merck Group,1767,No
794094,jSLhCZIBPBHhf-iFeN0r,jem 2100f,JEOL,1755,No
579232,6iLhCZIBPBHhf-iFeNkq,sodium pyruvate,Merck Group,1753,No
790507,iSLhCZIBPBHhf-iFnf8v,interleukin 4 (il 4),Thermo Fisher Scientific,1751,No
792766,xCLhCZIBPBHhf-iFeNsr,instat,GraphPad,1747,No
726682,TiLhCZIBPBHhf-iFeNIp,mirneasy kit,Qiagen,1746,No
726617,8iPhCZIBPBHhf-iFqyaZ,pvdf membrane,Thermo Fisher Scientific,1745,No
579997,2SLhCZIBPBHhf-iFeM4p,hiseq x ten,Illumina,1744,No
579101,BiLhCZIBPBHhf-iFeN8r,cytofix cytoperm,BD,1744,No
590798,tCLhCZIBPBHhf-iFnf8v,lsm 780 confocal microscope,Zeiss,1743,No
573277,XSLhCZIBPBHhf-iFeOYs,ht7700,Hitachi,1739,No
580001,pyLhCZIBPBHhf-iFeOcs,cfx connect real time system,Bio-Rad,1737,No
893151,vyLhCZIBPBHhf-iFnfYu,no 1 filter paper,Cytiva,1737,No
590382,LCLhCZIBPBHhf-iFeM4p,β glycerophosphate,Merck Group,1734,No
791195,iyLhCZIBPBHhf-iFeM0p,crystal violet,Beyotime,1732,No
791062,XCLhCZIBPBHhf-iFnf8v,cell lysis buffer,Cell Signaling Technology,1731,No
790694,wiPhCZIBPBHhf-iFtEzJ,amphotericin b,Thermo Fisher Scientific,1730,No
790821,ICLhCZIBPBHhf-iFeN4r,multiskan fc,Thermo Fisher Scientific,1728,No
793698,RyLhCZIBPBHhf-iFeNEp,phosstop,Roche,1722,No
791727,cyLhCZIBPBHhf-iFeNQq,milli q water purification system,Merck Group,1722,No
779379,WSPhCZIBPBHhf-iFnRUy,q5 site directed mutagenesis kit,New England Biolabs,1720,No
638028,uyLhCZIBPBHhf-iFeNEp,novaseq platform,Illumina,1718,No
579935,MCLhCZIBPBHhf-iFeO0t,novaseq 6000 platform,Illumina,1716,No
484094,8CLhCZIBPBHhf-iFeNkq,gentamicin,Merck Group,1716,No
590624,uCLhCZIBPBHhf-iFeO8t,lightcycler 480 real time pcr system,Roche,1716,No
572564,qCPhCZIBPBHhf-iFnQow,hek293,American Type Culture Collection,1713,No
239117,QCPhCZIBPBHhf-iFnRYy,ethylene diamine tetraacetic acid (edta),Thermo Fisher Scientific,1711,No
779438,cCLhCZIBPBHhf-iFeNcq,fugene hd transfection reagent,Promega,1708,No
731959,TSLhCZIBPBHhf-iFeN8r,anti gapdh,Cell Signaling Technology,1707,No
590623,lyLhCZIBPBHhf-iFeNIq,rneasy plus micro kit,Qiagen,1707,No
579743,BiLhCZIBPBHhf-iFeNYq,poly d lysine,Merck Group,1706,No
726523,WiLhCZIBPBHhf-iFnf8v,bca kit,Thermo Fisher Scientific,1705,No
790521,ryPhCZIBPBHhf-iFnQEv,qubit 3.0 fluorometer,Thermo Fisher Scientific,1705,No
751769,iyLhCZIBPBHhf-iFeN8r,sylgard 184,Dow,1702,No
792794,pCLhCZIBPBHhf-iFeN8r,proteinase k,Merck Group,1702,No
590795,NyPhCZIBPBHhf-iFtFLJ,lsm 880 confocal microscope,Zeiss,1702,No
590434,iSLhCZIBPBHhf-iFeNUq,tnf α,R&D Systems,1697,No
726736,FCLhCZIBPBHhf-iFeOYs,chitosan,Merck Group,1697,No
637747,gCPhCZIBPBHhf-iFqzKa,fluorescence microscope,Zeiss,1695,No
795052,eCPhCZIBPBHhf-iFnQAv,actinomycin d,Merck Group,1694,No
591147,riLhCZIBPBHhf-iFeOcs,qiaamp dna ffpe tissue kit,Qiagen,1693,No
